station_name,nr_of_rides
Sidewalk,24.362517142952854
NAVY PIER,2.19404797676908
DuSable Lake Shore Dr & Monroe St,1.1523964135667693
Michigan Ave & Oak St,0.94025627808306911
DuSable Lake Shore Dr & North Blvd,0.91545743122944778
