station_name,nr_of_rides
Sidewalk,21.646393442704913
NAVY PIER,2.1473501482181079
DuSable Lake Shore Dr & Monroe St,1.2371424728750113
Michigan Ave & Oak St,0.93810637805342056
DuSable Lake Shore Dr & North Blvd,0.82356170438074627
